muni_j,name_j,muni_vote,party_j,ken,kucode
五所川原市,三国　ゆうき,561,幸福実現党,2,3
つがる市,三国　ゆうき,312,幸福実現党,2,3
平川市,三国　ゆうき,319,幸福実現党,2,3
鯵ヶ沢町,三国　ゆうき,75,幸福実現党,2,3
深浦町,三国　ゆうき,88,幸福実現党,2,3
西目屋村,三国　ゆうき,6,幸福実現党,2,3
藤崎町,三国　ゆうき,87,幸福実現党,2,3
大鰐町,三国　ゆうき,125,幸福実現党,2,3
田舎館村,三国　ゆうき,77,幸福実現党,2,3
板柳町,三国　ゆうき,98,幸福実現党,2,3
鶴田町,三国　ゆうき,156,幸福実現党,2,3
中泊町,三国　ゆうき,90,幸福実現党,2,3
弘前市,木村　次郎,47868,自由民主党,2,3
黒石市,木村　次郎,10158,自由民主党,2,3
五所川原市,木村　次郎,16125,自由民主党,2,3
つがる市,木村　次郎,10982,自由民主党,2,3
平川市,木村　次郎,10487,自由民主党,2,3
鯵ヶ沢町,木村　次郎,3842,自由民主党,2,3
深浦町,木村　次郎,3603,自由民主党,2,3
西目屋村,木村　次郎,541,自由民主党,2,3
藤崎町,木村　次郎,6359,自由民主党,2,3
大鰐町,木村　次郎,3549,自由民主党,2,3
田舎館村,木村　次郎,2924,自由民主党,2,3
板柳町,木村　次郎,4276,自由民主党,2,3
鶴田町,木村　次郎,4390,自由民主党,2,3
中泊町,木村　次郎,3636,自由民主党,2,3
弘前市,山内　たかし,20974,希望の党,2,3
黒石市,山内　たかし,3804,希望の党,2,3
五所川原市,山内　たかし,7972,希望の党,2,3
つがる市,山内　たかし,4237,希望の党,2,3
平川市,山内　たかし,3422,希望の党,2,3
鯵ヶ沢町,山内　たかし,1184,希望の党,2,3
深浦町,山内　たかし,1081,希望の党,2,3
西目屋村,山内　たかし,200,希望の党,2,3
藤崎町,山内　たかし,1235,希望の党,2,3
大鰐町,山内　たかし,1138,希望の党,2,3
田舎館村,山内　たかし,996,希望の党,2,3
板柳町,山内　たかし,1568,希望の党,2,3
鶴田町,山内　たかし,1558,希望の党,2,3
中泊町,山内　たかし,1727,希望の党,2,3
弘前市,高柳　ひろあき,8555,日本共産党,2,3
黒石市,高柳　ひろあき,1359,日本共産党,2,3
五所川原市,高柳　ひろあき,2027,日本共産党,2,3
つがる市,高柳　ひろあき,722,日本共産党,2,3
平川市,高柳　ひろあき,1125,日本共産党,2,3
鯵ヶ沢町,高柳　ひろあき,305,日本共産党,2,3
深浦町,高柳　ひろあき,284,日本共産党,2,3
西目屋村,高柳　ひろあき,23,日本共産党,2,3
藤崎町,高柳　ひろあき,476,日本共産党,2,3
大鰐町,高柳　ひろあき,356,日本共産党,2,3
田舎館村,高柳　ひろあき,266,日本共産党,2,3
板柳町,高柳　ひろあき,411,日本共産党,2,3
鶴田町,高柳　ひろあき,392,日本共産党,2,3
中泊町,高柳　ひろあき,209,日本共産党,2,3
盛岡市,高橋　ひなこ,46298,自由民主党,3,1
紫波町,高橋　ひなこ,6026,自由民主党,3,1
矢巾町,高橋　ひなこ,5057,自由民主党,3,1
盛岡市,吉田　恭子,17924,日本共産党,3,1
紫波町,吉田　恭子,2197,日本共産党,3,1
矢巾町,吉田　恭子,1428,日本共産党,3,1
盛岡市,しな　たけし,72448,希望の党,3,1
紫波町,しな　たけし,8016,希望の党,3,1
矢巾町,しな　たけし,7070,希望の党,3,1
宮古市,畑　こうじ,10760,希望の党,3,2
大船渡市,畑　こうじ,8544,希望の党,3,2
久慈市,畑　こうじ,10104,希望の党,3,2
遠野市,畑　こうじ,5972,希望の党,3,2
陸前高田市,畑　こうじ,5136,希望の党,3,2
釜石市,畑　こうじ,7219,希望の党,3,2
二戸市,畑　こうじ,5774,希望の党,3,2
八幡平市,畑　こうじ,5614,希望の党,3,2
滝沢市,畑　こうじ,12697,希望の党,3,2
雫石町,畑　こうじ,4315,希望の党,3,2
葛巻町,畑　こうじ,1230,希望の党,3,2
岩手町,畑　こうじ,2633,希望の党,3,2
住田町,畑　こうじ,1513,希望の党,3,2
大槌町,畑　こうじ,1807,希望の党,3,2
山田町,畑　こうじ,1596,希望の党,3,2
岩泉町,畑　こうじ,2012,希望の党,3,2
田野畑村,畑　こうじ,743,希望の党,3,2
普代村,畑　こうじ,620,希望の党,3,2
軽米町,畑　こうじ,2148,希望の党,3,2
野田村,畑　こうじ,964,希望の党,3,2
九戸村,畑　こうじ,1337,希望の党,3,2
洋野町,畑　こうじ,3238,希望の党,3,2
一戸町,畑　こうじ,2866,希望の党,3,2
宮古市,すずき　俊一　,16632,自由民主党,3,2
大船渡市,すずき　俊一　,11148,自由民主党,3,2
久慈市,すずき　俊一　,7581,自由民主党,3,2
遠野市,すずき　俊一　,8770,自由民主党,3,2
陸前高田市,すずき　俊一　,5338,自由民主党,3,2
釜石市,すずき　俊一　,10228,自由民主党,3,2
二戸市,すずき　俊一　,7233,自由民主党,3,2
八幡平市,すずき　俊一　,7327,自由民主党,3,2
滝沢市,すずき　俊一　,12231,自由民主党,3,2
雫石町,すずき　俊一　,4331,自由民主党,3,2
葛巻町,すずき　俊一　,2037,自由民主党,3,2
岩手町,すずき　俊一　,3977,自由民主党,3,2
住田町,すずき　俊一　,1660,自由民主党,3,2
大槌町,すずき　俊一　,4113,自由民主党,3,2
山田町,すずき　俊一　,7177,自由民主党,3,2
岩泉町,すずき　俊一　,3052,自由民主党,3,2
田野畑村,すずき　俊一　,1326,自由民主党,3,2
普代村,すずき　俊一　,1082,自由民主党,3,2
軽米町,すずき　俊一　,2546,自由民主党,3,2
野田村,すずき　俊一　,1513,自由民主党,3,2
九戸村,すずき　俊一　,1627,自由民主党,3,2
洋野町,すずき　俊一　,5264,自由民主党,3,2
一戸町,すずき　俊一　,3691,自由民主党,3,2
花巻市,小沢　一郎,26170,無所属,3,3
北上市,小沢　一郎,22529,無所属,3,3
一関市,小沢　一郎,34550,無所属,3,3
奥州市,小沢　一郎,38587,無所属,3,3
西和賀町,小沢　一郎,1189,無所属,3,3
金ケ崎町,小沢　一郎,4653,無所属,3,3
平泉町,小沢　一郎,2551,無所属,3,3
花巻市,藤原　たかし,21231,自由民主党,3,3
北上市,藤原　たかし,21235,自由民主党,3,3
一関市,藤原　たかし,23958,自由民主党,3,3
奥州市,藤原　たかし,22078,自由民主党,3,3
西和賀町,藤原　たかし,2859,自由民主党,3,3
金ケ崎町,藤原　たかし,3526,自由民主党,3,3
平泉町,藤原　たかし,1684,自由民主党,3,3
仙台市青葉区,土井　とおる,58837,自由民主党,4,1
仙台市太白区（1区）,土井　とおる,41286,自由民主党,4,1
仙台市青葉区,岡本　あき子,43300,立憲民主党,4,1
仙台市太白区（1区）,岡本　あき子,35404,立憲民主党,4,1
仙台市青葉区,畠山　まさき,5783,日本維新の会,4,1
仙台市太白区（1区）,畠山　まさき,4218,日本維新の会,4,1
仙台市青葉区,伊藤　ゆうた,14363,希望の党,4,1
仙台市太白区（1区）,伊藤　ゆうた,9684,希望の党,4,1
仙台市青葉区,油井　てつし,1319,幸福実現党,4,1
仙台市太白区（1区）,油井　てつし,1094,幸福実現党,4,1
仙台市青葉区,今留　尚人,959,無所属,4,1
仙台市太白区（1区）,今留　尚人,588,無所属,4,1
仙台市宮城野区,秋葉　けんや,37837,自由民主党,4,2
仙台市若林区,秋葉　けんや,27154,自由民主党,4,2
仙台市泉区,秋葉　けんや,46568,自由民主党,4,2
仙台市宮城野区,鎌田　さゆり,34950,無所属,4,2
仙台市若林区,鎌田　さゆり,25931,無所属,4,2
仙台市泉区,鎌田　さゆり,49362,無所属,4,2
太白区（2区）,いちじょう　芳弘,404,希望の党,4,3
白石市,いちじょう　芳弘,4514,希望の党,4,3
名取市,いちじょう　芳弘,8556,希望の党,4,3
角田市,いちじょう　芳弘,3669,希望の党,4,3
岩沼市,いちじょう　芳弘,4801,希望の党,4,3
蔵王町,いちじょう　芳弘,1453,希望の党,4,3
七ヶ宿町,いちじょう　芳弘,179,希望の党,4,3
大河原町,いちじょう　芳弘,2896,希望の党,4,3
村田町,いちじょう　芳弘,1302,希望の党,4,3
柴田町,いちじょう　芳弘,5102,希望の党,4,3
川崎町,いちじょう　芳弘,922,希望の党,4,3
丸森町,いちじょう　芳弘,1769,希望の党,4,3
亘理町,いちじょう　芳弘,3708,希望の党,4,3
山元町,いちじょう　芳弘,1395,希望の党,4,3
太白区（2区）,吉田　ごう,254,日本共産党,4,3
白石市,吉田　ごう,1980,日本共産党,4,3
名取市,吉田　ごう,4643,日本共産党,4,3
角田市,吉田　ごう,1920,日本共産党,4,3
岩沼市,吉田　ごう,2747,日本共産党,4,3
蔵王町,吉田　ごう,736,日本共産党,4,3
七ヶ宿町,吉田　ごう,147,日本共産党,4,3
大河原町,吉田　ごう,1455,日本共産党,4,3
村田町,吉田　ごう,606,日本共産党,4,3
柴田町,吉田　ごう,2118,日本共産党,4,3
川崎町,吉田　ごう,377,日本共産党,4,3
丸森町,吉田　ごう,791,日本共産党,4,3
亘理町,吉田　ごう,1915,日本共産党,4,3
山元町,吉田　ごう,780,日本共産党,4,3
太白区（2区）,西村　あきひろ,826,自由民主党,4,3
白石市,西村　あきひろ,9755,自由民主党,4,3
名取市,西村　あきひろ,19553,自由民主党,4,3
角田市,西村　あきひろ,7870,自由民主党,4,3
岩沼市,西村　あきひろ,10813,自由民主党,4,3
蔵王町,西村　あきひろ,3971,自由民主党,4,3
七ヶ宿町,西村　あきひろ,542,自由民主党,4,3
大河原町,西村　あきひろ,6288,自由民主党,4,3
村田町,西村　あきひろ,3477,自由民主党,4,3
柴田町,西村　あきひろ,9717,自由民主党,4,3
川崎町,西村　あきひろ,3311,自由民主党,4,3
丸森町,西村　あきひろ,4280,自由民主党,4,3
亘理町,西村　あきひろ,8694,自由民主党,4,3
山元町,西村　あきひろ,3796,自由民主党,4,3
塩竈市,いとう　信太郎,13388,自由民主党,4,4
多賀城市,いとう　信太郎,15792,自由民主党,4,4
富谷市,いとう　信太郎,12787,自由民主党,4,4
七ヶ浜町,いとう　信太郎,4997,自由民主党,4,4
利府町,いとう　信太郎,8587,自由民主党,4,4
大和町,いとう　信太郎,7167,自由民主党,4,4
大衡村,いとう　信太郎,1742,自由民主党,4,4
色麻町,いとう　信太郎,2320,自由民主党,4,4
加美町,いとう　信太郎,6518,自由民主党,4,4
塩竈市,坂東　たけひこ,6146,希望の党,4,4
多賀城市,坂東　たけひこ,6729,希望の党,4,4
富谷市,坂東　たけひこ,6816,希望の党,4,4
七ヶ浜町,坂東　たけひこ,2139,希望の党,4,4
利府町,坂東　たけひこ,4740,希望の党,4,4
大和町,坂東　たけひこ,3243,希望の党,4,4
大衡村,坂東　たけひこ,648,希望の党,4,4
色麻町,坂東　たけひこ,926,希望の党,4,4
加美町,坂東　たけひこ,3037,希望の党,4,4
塩竈市,たかむら　直也,4381,日本共産党,4,4
多賀城市,たかむら　直也,4217,日本共産党,4,4
富谷市,たかむら　直也,2841,日本共産党,4,4
七ヶ浜町,たかむら　直也,1081,日本共産党,4,4
利府町,たかむら　直也,2188,日本共産党,4,4
大和町,たかむら　直也,1086,日本共産党,4,4
大衡村,たかむら　直也,224,日本共産党,4,4
色麻町,たかむら　直也,364,日本共産党,4,4
加美町,たかむら　直也,1306,日本共産党,4,4
石巻市,かつぬま　栄明,22774,自由民主党,4,5
東松島市,かつぬま　栄明,7052,自由民主党,4,5
大崎市（5区）,かつぬま　栄明,5884,自由民主党,4,5
松島町,かつぬま　栄明,2679,自由民主党,4,5
大郷町,かつぬま　栄明,1497,自由民主党,4,5
涌谷町,かつぬま　栄明,2814,自由民主党,4,5
美里町,かつぬま　栄明,3719,自由民主党,4,5
女川町,かつぬま　栄明,1340,自由民主党,4,5
南三陸町,かつぬま　栄明,2737,自由民主党,4,5
石巻市,安住　淳,40123,無所属,4,5
東松島市,安住　淳,11105,無所属,4,5
大崎市（5区）,安住　淳,11563,無所属,4,5
松島町,安住　淳,4608,無所属,4,5
大郷町,安住　淳,2360,無所属,4,5
涌谷町,安住　淳,5245,無所属,4,5
美里町,安住　淳,8407,無所属,4,5
女川町,安住　淳,1903,無所属,4,5
南三陸町,安住　淳,4109,無所属,4,5
気仙沼市,小野寺　五典,28974,自由民主党,4,6
登米市,小野寺　五典,32779,自由民主党,4,6
栗原市,小野寺　五典,31014,自由民主党,4,6
大崎市(６区),小野寺　五典,31104,自由民主党,4,6
気仙沼市,横田　有史,2970,日本共産党,4,6
登米市,横田　有史,4748,日本共産党,4,6
栗原市,横田　有史,5263,日本共産党,4,6
大崎市(６区),横田　有史,7657,日本共産党,4,6
秋田市,とがし 博之,79442,自由民主党,5,1
秋田市,松浦　ダイゴ,53850.6,希望の党,5,1
秋田市,さいとう　大悟,14584.4,日本共産党,5,1
能代市,かねだ　勝年,13582,自由民主党,5,2
大館市,かねだ　勝年,15398,自由民主党,5,2
男鹿市,かねだ　勝年,7409,自由民主党,5,2
鹿角市,かねだ　勝年,7176,自由民主党,5,2
潟上市,かねだ　勝年,7343,自由民主党,5,2
北秋田市,かねだ　勝年,8361,自由民主党,5,2
小坂町,かねだ　勝年,1131,自由民主党,5,2
上小阿仁村,かねだ　勝年,751,自由民主党,5,2
藤里町,かねだ　勝年,1003,自由民主党,5,2
三種町,かねだ　勝年,4280,自由民主党,5,2
八峰町,かねだ　勝年,2229,自由民主党,5,2
五城目町,かねだ　勝年,2499,自由民主党,5,2
八郎潟町,かねだ　勝年,1541,自由民主党,5,2
井川町,かねだ　勝年,1274,自由民主党,5,2
大潟村,かねだ　勝年,858,自由民主党,5,2
能代市,藤本　ゆり,2235,日本共産党,5,2
大館市,藤本　ゆり,3067,日本共産党,5,2
男鹿市,藤本　ゆり,1398,日本共産党,5,2
鹿角市,藤本　ゆり,1106,日本共産党,5,2
潟上市,藤本　ゆり,1328,日本共産党,5,2
北秋田市,藤本　ゆり,1973,日本共産党,5,2
小坂町,藤本　ゆり,254,日本共産党,5,2
上小阿仁村,藤本　ゆり,155,日本共産党,5,2
藤里町,藤本　ゆり,164,日本共産党,5,2
三種町,藤本　ゆり,681,日本共産党,5,2
八峰町,藤本　ゆり,262,日本共産党,5,2
五城目町,藤本　ゆり,405,日本共産党,5,2
八郎潟町,藤本　ゆり,302,日本共産党,5,2
井川町,藤本　ゆり,185,日本共産党,5,2
大潟村,藤本　ゆり,127,日本共産党,5,2
能代市,緑川　たかし,12702,希望の党,5,2
大館市,緑川　たかし,18749,希望の党,5,2
男鹿市,緑川　たかし,6123,希望の党,5,2
鹿角市,緑川　たかし,7231,希望の党,5,2
潟上市,緑川　たかし,6931,希望の党,5,2
北秋田市,緑川　たかし,7423,希望の党,5,2
小坂町,緑川　たかし,1524,希望の党,5,2
上小阿仁村,緑川　たかし,627,希望の党,5,2
藤里町,緑川　たかし,835,希望の党,5,2
三種町,緑川　たかし,3706,希望の党,5,2
八峰町,緑川　たかし,1599,希望の党,5,2
五城目町,緑川　たかし,2224,希望の党,5,2
八郎潟町,緑川　たかし,1528,希望の党,5,2
井川町,緑川　たかし,1086,希望の党,5,2
大潟村,緑川　たかし,875,希望の党,5,2
横手市,村岡　としひで,20955,希望の党,5,3
湯沢市,村岡　としひで,11228,希望の党,5,3
由利本荘市,村岡　としひで,29957,希望の党,5,3
大仙市,村岡　としひで,11117,希望の党,5,3
にかほ市,村岡　としひで,8416,希望の党,5,3
仙北市,村岡　としひで,4466,希望の党,5,3
